Artist,Lyrics,Key,Genre,Music,Song,Title,Guitar,Visits
Namal Udugama,Kularathna Ariyawansa,D minor | Beat,"New Pop, Request",Rohana Weerasingha,බැස යන සඳ දෑසින් නවතාලන්නට බෑ පරවෙන මල දෝතින් වලකාලන්නට බෑ ඔබ බැස යන සඳ නම් ඔබ පරවෙන මල නම් රැක ගනිමිද කෙලෙසින්..// නන්නාදුනන දෙසින ගිමනට සිසිල ‍රැගෙන අවුදින් සිරුරේ දැවටී පවනැල් රහසේ හැරයයි ඔබ ඒ සුළඟ වගේ නම් රඳවාගන්නද කෙලෙසින්// මන්දාකිණිය ගලන නිසසල ‍රැයට මැවෙන තරුමල් අඹරේ හිනැහී මැදියම් අදුරේ සැඟවෙයි ඔබ ඒ අහස වගේ නම් හඳුනාගන්නද කෙලෙසින්//,basa-yana-sanda,INTRO/INTER ||Dm | - |Am |C/Dm|| |Dm | - |Am | - | | C | - |C/Dm|Dm | | C |Em | Am | C | CHORUS Dm Am7 Dm C/Dm Dm Dm Am7 Dm C/Dm Dm Dm /C Dm Dm/C Am C Dm VERSE 1 Dm C Dm Am Em Dm Dm C Dm VERSE 2 Dm C Dm Am Em Dm Dm C Dm Back To Chorus,1127
T.M.Jayarathna,Kularathna Ariyawansa,G major,Old Pops,Rohana Weerasingha,චන්ඩිකමට රන්ඩුවක් වෙලා පුංචි පුතා ඉන්නෙ හැංගිලා...// අයියට ගහලා - නංගිව විකලා යාළුවො ටික තරහා වෙලා සෙල්ලම් කරන්නේ කා සමගින්දෝ පුංචි පුතා දැන් තනිවෙනවා අයියයි නංගියි - යාළුවො ගොන්නයි සේරම හොඳ දරුවෝ වෙලා එකමුතු වුණා නම් - නේ හොඳ වෙන්නේ පුංචි ළමයි වස නෑ පැටියෝ,chandikamata,INTRO / INTER || G | - | D | - | | G | - |D/C | G || CHORUS G		 Am D		 G VERSE 1 G			 Am D		 G Am G Am D G VERSE 2 G			 Am D		 G Am G Am D G,824
Clarence Wijewardena,Kularathna Ariyawansa,E major | Beat,Old Pops,Clarence Wijewardena,අඳුර ඉරා සඳ නිදි මේලාවේ පබලු වළා විහිරුනු වේලාවේ අඳුර පුරා අමරස වෑහීලා බිඳුනු සෙනේ කඳුලැලි පාවීලා කටුක ලොවේ ඝනදුරු සීමාවේ සතුට රැඳේ මතු මත් මායාවේ මනස නිවේ සැනසෙන හෝරාවේ දසත නැගී හසරැල් ගී රාවේ සොඳුරු රැයේ බොඳවුනු චායාවේ එලිය නිවී ඇගෙ රූ සේයාවේ දැහැල බැඳී සිතුවිලි මායාවේ කැකුලු පිපී මදහස රේඛාවේ,andura-ira,INTRO / INTER | E | F#m | A/B | E | | E | F#m | A/B | E | || E | - | F#m | - | || B | - | E | - || CHORUS E		 B A B E E		 B A B E VERSE 1 E	 A B A E E	 A B A E VERSE 2 E	 A B A E E	 A B A E,931
Priya Sooriyasena,Kularathna Ariyawansa,A major,Old Pops,Stanley Pieris,ඇසුරෙන් මිදීලා ඔබගේ ලොවෙහී සැඟවී හිඳිම් මා වෙන් වී මෙසේ නොමැකී තියේනම් ඔබගේ සිතේහී මගෙ ආදරේ මා යළි එන තුරා රැකවල් සදාලා සීමා මවාලා වෙන් වේවිදෝ ආදරේ දෙසිතේ කතා වී දළු ලා වැඩී යාවී රහසේම ඒ ආදරේ කඳුලැල් නිවාලා දෑසින් සිනාසී සැඟවී ඉමු මේ ලෙසේ කවදාක හෝ මා එනතුරු ඔබේ දෑසේ සඟවා තබා ආදරේ,asurin-mideela,INTRO | A | - | E | - | | - | - | D | - | | D | - |Bm | - | |G/D/A/D|A |A | CHORUS A D A E E D E A A D A E E D E A VERSE 1 A D A E A D Cdim A E A VERSE 2 A D A E A D Cdim A E A,1797
"Greshan Ananda, Neela Wickramasinghe",Kularathna Ariyawansa,F minor | Beat,Duets,Greshan Ananda,ඈත දුරක දෑස පාවෙලා ඈත දුරක දෑස පාවෙලා ගොළු වීලා ඔහේ තනිවෙමූ පාළු ලොවක ඈත දුරක දෑස පාවෙලා පාසැල් යාමේ බැඳීලා මා නෙතු දෑලේ වෙලීලා පෑ මදහාසේ ජීවිත කාලේ මා සිත යාවේ සදා ඒ සිහිනේදී උදා වී මා කවදා හෝ ළඟා වී මේ භවයේදී මේ දිවියේ දී යා වෙමී දෑතේ ඔබේ,atha-duraka,INTRO | Fm | - | - | - | || Fm | - |Eb/Db|Eb | |Db/Eb|Eb/Db|Db/Eb|Fm || CHORUS Fm Eb Fm Fm Eb Fm Eb Db Fm Eb Fm INTER |Bb | - |Bb/Db|Fm | |Ab |Fm | Bb |Db | |Fm | - | VERSE 1 Fm Bb Bb Ab Fm Bb Fm Ab Eb Db Db/Eb Fm Back To Chorus VERSE 2 Fm Bb Bb Ab Fm Bb Fm Ab Eb Db Db/Eb Fm Back To Chorus,1027
Sunil Edirisinghe,Kularathna Ariyawansa,G major | Beat,Old Pops,Rohana Weerasingha,අවපස අහසක තරු ලකුණක් සේ අපමණ සයුරක තුරු දසුනක් සේ දිගු දිවි ගමනේ ඉම ඔබ රැඳුණේ // මාවත අවහිර නිමවා දළ රළ පෙල සැතපෙනවා සැළමුතු සෙනෙහස මඳ පවනක් වී ගැඹරේ නිම මුමුණනවා දෝතක අසෙනිය ගවසා ඔබ පෙරමඟ හිනැහෙනවා විකසිත සිහිනේ සුබ කවියක් වී දෙනෙතේ සිත ලියැවෙනවා,awapasa-ahasaka,INTRO | G | - |Em | - | | G | - | - | - | |Am | - | - | - | |Em | - | - | - | | G | - | + | + | CHORUS G Em D G G Em D G G Am D7 G INTER |Em |Bm |Em |Bm | |Am | D |Am | D | |Am | D | G | - | | G | - |Em | - | | D | - | G | - | VERSE 1 G Bm Em G Bm Am C Am D D7 G Back To Chorus VERSE 2 G Bm Em G Bm Am C Am D D7 G Back To Chorus,774
Namal Udugama,Kularathna Ariyawansa,D minor | Beat,"New Pop, Request",Rohana Weerasingha,බැස යන සඳ දෑසින් නවතාලන්නට බෑ පරවෙන මල දෝතින් වලකාලන්නට බෑ ඔබ බැස යන සඳ නම් ඔබ පරවෙන මල නම් රැක ගනිමිද කෙලෙසින්..// නන්නාදුනන දෙසින ගිමනට සිසිල ‍රැගෙන අවුදින් සිරුරේ දැවටී පවනැල් රහසේ හැරයයි ඔබ ඒ සුළඟ වගේ නම් රඳවාගන්නද කෙලෙසින්// මන්දාකිණිය ගලන නිසසල ‍රැයට මැවෙන තරුමල් අඹරේ හිනැහී මැදියම් අදුරේ සැඟවෙයි ඔබ ඒ අහස වගේ නම් හඳුනාගන්නද කෙලෙසින්//,basa-yana-sanda,INTRO/INTER ||Dm | - |Am |C/Dm|| |Dm | - |Am | - | | C | - |C/Dm|Dm | | C |Em | Am | C | CHORUS Dm Am7 Dm C/Dm Dm Dm Am7 Dm C/Dm Dm Dm /C Dm Dm/C Am C Dm VERSE 1 Dm C Dm Am Em Dm Dm C Dm VERSE 2 Dm C Dm Am Em Dm Dm C Dm Back To Chorus,1127
T.M.Jayarathna,Kularathna Ariyawansa,G major,Old Pops,Rohana Weerasingha,චන්ඩිකමට රන්ඩුවක් වෙලා පුංචි පුතා ඉන්නෙ හැංගිලා...// අයියට ගහලා - නංගිව විකලා යාළුවො ටික තරහා වෙලා සෙල්ලම් කරන්නේ කා සමගින්දෝ පුංචි පුතා දැන් තනිවෙනවා අයියයි නංගියි - යාළුවො ගොන්නයි සේරම හොඳ දරුවෝ වෙලා එකමුතු වුණා නම් - නේ හොඳ වෙන්නේ පුංචි ළමයි වස නෑ පැටියෝ,chandikamata,INTRO / INTER || G | - | D | - | | G | - |D/C | G || CHORUS G		 Am D		 G VERSE 1 G			 Am D		 G Am G Am D G VERSE 2 G			 Am D		 G Am G Am D G,824
Sunil Edirisinghe,Kularathna Ariyawansa,F minor/major | Beat,Old Pops,Rohana Weerasingha,චන්ද්‍ර මඬල බැද්ද වටින් මෝදු වෙලා කළු නැන්දගෙ දුව යන්ට ගියා බැල්ම හෙලා බැල්ම හෙලා // පාළු පැලේ අඳුර පිරේ මගෙ පැලට වරෙන් හනික සෝඩි නඟේ // දුරුතු හඳේ සිහිල වගේ තනි හිතට මගේ පාළු දැණෙයි නඟේ //,chandra-madala,INTRO |Fm | - | - | - | |Fm |Ab |Bbm| - | |Eb |Ab |Fm | - | |Fm | - | - | - | CHORUS Fm Bbm Fm F Bb F Eb Fm INTER |Fm |Ab |Bbm| - | |Eb |Ab |Fm | - | |Fm | - | - | - | VERSE 1 F Bbm F F Bb F VERSE 2 F Bbm F F Bb F Back To Chorus,997
"Malani Bulathsinhala, Rohana Siriwardhana",Kularathna Ariyawansa,A minor | Beat,Duets,Sarath De Alwis,දෑසේ මල් විලේ ආශා රොන් සැළේ වෑහී ආදරේ චේතනා නෙත් දැලේ ආශා විල් තෙරේ පායා රන් සඳේ ඡායා පායලා මේ සැඳෑ යාමයේ දෑසේ මල් විලේ ආශා රොන් සැළේ සන්සුන් නදී තෙරේ මේ මල් විමානයේ// ආරාධනා රැව්දෙනා යාමයේ ආදරෙන් ළංවෙමු නිල්වන් වලා තළේ ඈතින් එහා ලොවේ// ගී ගායනා විසිරෙනා මේ රැයේ ආදරෙන් හිනැහෙමු හා හා හා හ හා හා හා හා හා හා//,dase-mal-vile,Mandolin Adlib INTRO/INTER |Am | C |Am | - | |Am | C | G | - | |Am |E7 |Am | - | |Dm | - | G | - | |E7 | - | + | + | |Am | - | CHORUS Am C Dm G7 Am D F G G7 Am Am C Dm G7 Am D F G G7 Am Am C Dm G7 Am VERSE 1 G Am G Dm E Am E7 F Am C E7 Back To Chorus VERSE 2 G Am G Dm E Am E7 F Am C E7 END Am C Dm G7 Am Back To Chorus,897
Nanda Malani,Kularathna Ariyawansa,C major | Beat,"Classics, Movie Songs",Victor Rathnayaka,දෙනෝ දාහක් නුවන් අතරේ කවුරුදෝ මා තනි කළේ….. තනි කළේ …..පාසැල් බිමේ සිනා කෙළිලොල් තෙපුල් රහසේ දෙඩූ තැන් අද ගොළු වෙලා සොඳුරු පාසැල් පියස කඳුලින් බොඳ වෙලා කැදැල්ලෙන් ඔබ වෙන් වෙලා නිබඳ ඔබ මා ඇවිද ගිය තැන් සෙවණ දුන් ගහ කොළ පුරා බිමට බරවුණු කැකුළු අතු ඉති මැලවිලා දුකින් හදවත ගොළුවෙලා,deno-dahak-nuwan,INTRO | C | - |Dm | F | C |F/C| | C | - | - | - | CHORUS C C	 F C Am G Dm C INTER 1 | C/F/C | C | F |G/G7| | C | F | C | C | | G | G7| C | VERSE 1 F C C C7		F F	 G C G G7	C INTER 2 | C | | Am| G |G7 | C |F/C| | G | F | C | C | VERSE 2 F C C C7	 F F	 G C G G7 C,1237
Clarence Wijewardena,Kularathna Ariyawansa,F major | Beat,Old Pops,Clarence Wijewardena,දිනෙක මේ නදී තීරේ දෙනෙත හමුවෙලා පිපුණු ඒ සිනා දෑසේ කඳුළු බොඳ වෙලා// සිහින මාවතේ පා කර පැතුම් බිඳ හෙළා සිතක වේදනා දී තව සිතක් හිනැහිලා ඔබට මා එපා වී යන නමුදු වෙන්වෙලා නොයයි මා පැතූ ඒ රුව සිතින් ගිලිහිලා,dineka-me-nadee,INTRO / INTER ||F |- |F7|Bb | |Bb |C |C7|F || CHORUS F				 C Bb 	 F	 C		 F VERSE 1 F		 F7		Bb Bb C C7 F VERSE 2 F		 F7		Bb Bb C C7 F,1361
Lakshman Wijesekara,Kularathna Ariyawansa,F major | Beat,"Old Pops, Request",Lakshman Wijesekara,දුර ඈත ජීවිතේ පිපිසේ අවාරයේ ඒ ආ..දරේ සෙනේ... වේදනා මාරුතේ// දෑසේ වෙලී ඔබේ ආරාධනා මැවේ දෑසේ වෙලී ඔබේ ආරාධනා මැවේ මසිතේ ගලා හැලේ සිහිනේ අතීතයේ මා ඒ අතීතයේ ඈ හා මුලා වෙලා මා ඒ අතීතයේ ඈ හා මුලා වෙලා පිදු ඒ ස්නේහයේ සිත මා බැඳී ගියේ දුර ඈත ජීවිතේ පිපිසේ අවාරයේ ඒ ආ..දරේ සෙනේ... වේදනා මාරුතේ// දුර ඈත ජීවිතේ,dura-atha-jeewithe,| F | - |Dm | - | INTRO/INTER | F | - |F | - | |F | - |F7 |Bb | | C |D7 | G | - | |C7 | F |Bb| - | | F |F | CHORUS F F/A7 D Gm Bb D7 G /E7 Am F VERSE 1 F Dm Bb F Bb A C7 D7 G Bb C C7 F Back To Chorus VERSE 2 F Dm Bb F Bb A C7 D7 G Bb C C7 F CHORUS F F/A7 D Gm Bb D7 G /E7 Am D|D7 AD LIB (Flute) | G | - | G |B7 | | E | - |Am | - | | C |E7 | A |F#7| |Bm | - | G | - | G C | G Back To Chorus,960
T.M.Jayarathna,Kularathna Ariyawansa,F major,Old Pops,Rohana Weerasingha,එක සිත දෙතැනක නතර වෙලා ඔබේ සිතයි මගේ සිතයි දෙසිතම එකම සිතක් වී ඔබේ ලඟයි මගේ ලඟයි ඒ සිත දෙතැනක නතර වෙලා ලසෝ තැවුල් මැද ඔබ සැලෙනා විට මගේ නෙතද වැළපේ සිනා තෙපුල් මැද ඔබ සැනසෙන සඳ මගෙ සිතද සැනසේ ඔබේ පැතුම මා පතනා ලොවමයි අපේ සිතුම් සම වේ ඔබෙ මගේ යයි වෙනසක් නොහැඟෙයි ඔබම යළිදු මම වේ,eka-sitha-dethanaka,INTRO || F | - | - | - |C7| - | F | - || | F |Bb | F | - | CHORUS F F Bb Eb F F Bb F F Dm Bb Gm Gm C F INTER | + | + |Bb | - |Bb |Eb | - | F | | F | F |Bb |D7 |Gm |Bb | F | F | VERSE 1 F F	Eb F Bb Gm F Am Gm C F VERSE 2 F F	Eb F Bb Gm F Am Gm C F,1441
